"filename", "language", "TypeScript JSX", "TypeScript", "JavaScript", "JSON with Comments", "CSS", "Groovy", "JSON", "Batch", "Properties", "XML", "kotlin", "Markdown", "Objective-C++", "Objective-C", "Ruby", "Swift", "comment", "blank", "total"
"/Users/david/Desktop/Orbit/ios/Podfile.properties.json", "JSON", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/david/Desktop/Orbit/metro.config.js", "JavaScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/Users/david/Desktop/Orbit/nativewind-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"/Users/david/Desktop/Orbit/package-lock.json", "JSON", 0, 0, 0, 0, 0, 0, 14111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14112
"/Users/david/Desktop/Orbit/package.json", "JSON", 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 60
"/Users/david/Desktop/Orbit/src/components/ThemeProvider.tsx", "TypeScript JSX", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 59
"/Users/david/Desktop/Orbit/src/components/map/MapControls.tsx", "TypeScript JSX", 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 125
"/Users/david/Desktop/Orbit/src/components/shared/TabBar.tsx", "TypeScript JSX", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 55
"/Users/david/Desktop/Orbit/src/components/topics/TopicList.tsx", "TypeScript JSX", 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 79
"/Users/david/Desktop/Orbit/src/components/ui/avatar.tsx", "TypeScript JSX", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 42
"/Users/david/Desktop/Orbit/src/components/ui/button.tsx", "TypeScript JSX", 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 93
"/Users/david/Desktop/Orbit/src/components/ui/card.tsx", "TypeScript JSX", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 56
"/Users/david/Desktop/Orbit/src/components/ui/input.tsx", "TypeScript JSX", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 26
"/Users/david/Desktop/Orbit/src/components/ui/label.tsx", "TypeScript JSX", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 28
"/Users/david/Desktop/Orbit/src/components/ui/separator.tsx", "TypeScript JSX", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 23
"/Users/david/Desktop/Orbit/src/components/ui/text.tsx", "TypeScript JSX", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 25
"/Users/david/Desktop/Orbit/src/lib/auth.tsx", "TypeScript JSX", 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 53
"/Users/david/Desktop/Orbit/src/lib/chat.tsx", "TypeScript JSX", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12, 79
"/Users/david/Desktop/Orbit/src/lib/constants.ts", "TypeScript", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
"/Users/david/Desktop/Orbit/src/lib/icons/MoonStar.tsx", "TypeScript JSX", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/Users/david/Desktop/Orbit/src/lib/icons/Sun.tsx", "TypeScript JSX", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/Users/david/Desktop/Orbit/src/lib/icons/iconWithClassName.ts", "TypeScript", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15
"/Users/david/Desktop/Orbit/src/lib/mapbox.ts", "TypeScript", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 8
"/Users/david/Desktop/Orbit/src/lib/stream.ts", "TypeScript", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 51
"/Users/david/Desktop/Orbit/src/lib/supabase.js", "JavaScript", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20
"/Users/david/Desktop/Orbit/src/lib/useColorScheme.tsx", "TypeScript JSX", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"/Users/david/Desktop/Orbit/src/lib/utils.ts", "TypeScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/Users/david/Desktop/Orbit/src/styles/global.css", "CSS", 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 61
"/Users/david/Desktop/Orbit/tailwind.config.js", "JavaScript", 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 65
"/Users/david/Desktop/Orbit/tsconfig.json", "JSON with Comments", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"Total", "-", 2571, 402, 97, 41, 58, 171, 14221, 41, 18, 130, 99, 1, 47, 7, 56, 0, 275, 499, 18734
